SET_NUM,UNIQUE_PARTS_IN_SET,TOTAL_PARTS_IN_SET,UNIQUENESS_RATIO,SET_YEAR,THEME_NAME
21104-1,0,110,0.00,2014,LEGO Ideas and CUUSOO
21304-1,18,194,0.09,2015,LEGO Ideas and CUUSOO
21109-1,1,107,0.01,2014,LEGO Ideas and CUUSOO
21301-1,3,199,0.02,2015,LEGO Ideas and CUUSOO
21108-1,4,185,0.02,2014,LEGO Ideas and CUUSOO
21101-1,0,106,0.00,2012,LEGO Ideas and CUUSOO
21307-1,16,253,0.06,2016,LEGO Ideas and CUUSOO
21306-1,29,213,0.14,2016,LEGO Ideas and CUUSOO
21309-1,12,241,0.05,2017,LEGO Ideas and CUUSOO
79111-1,12,267,0.04,2013,The Lone Ranger
79109-1,8,197,0.04,2013,The Lone Ranger
30261-1,0,18,0.00,2013,The Lone Ranger
79110-1,12,206,0.06,2013,The Lone Ranger
30260-1,0,16,0.00,2013,The Lone Ranger
79107-1,5,76,0.07,2013,The Lone Ranger
79106-1,2,49,0.04,2013,The Lone Ranger
79108-1,11,148,0.07,2013,The Lone Ranger
70124-1,2,52,0.04,2014,Legend Beasts
70125-1,4,49,0.08,2014,Legend Beasts
70126-1,2,49,0.04,2014,Legend Beasts
70123-1,1,53,0.02,2014,Legend Beasts
70127-1,2,49,0.04,2014,Legend Beasts
70209-1,1,35,0.03,2014,Constraction
70202-1,1,30,0.03,2013,Constraction
70206-1,2,26,0.08,2014,Constraction
70204-1,2,28,0.07,2013,Constraction
70201-1,2,31,0.06,2013,Constraction
70205-1,2,26,0.08,2013,Constraction
70212-1,3,49,0.06,2014,Constraction
70208-1,2,34,0.06,2014,Constraction
70210-1,2,39,0.05,2014,Constraction
70200-1,2,29,0.07,2013,Constraction
70211-1,2,43,0.05,2014,Constraction
70203-1,2,32,0.06,2013,Constraction
70207-1,1,33,0.03,2014,Constraction
70156-1,2,55,0.04,2014,Speedorz
70107-1,11,70,0.16,2013,Speedorz
70108-1,6,56,0.11,2013,Speedorz
70114-1,10,73,0.14,2013,Speedorz
70155-1,1,36,0.03,2014,Speedorz
70104-1,5,40,0.13,2013,Speedorz
70150-1,2,35,0.06,2014,Speedorz
70137-1,1,43,0.02,2014,Speedorz
70140-1,7,43,0.16,2014,Speedorz
70106-1,5,48,0.10,2013,Speedorz
70101-1,6,61,0.10,2013,Speedorz
70105-1,6,44,0.14,2013,Speedorz
70103-1,6,50,0.12,2013,Speedorz
70100-1,5,45,0.11,2013,Speedorz
70113-1,13,59,0.22,2013,Speedorz
70151-1,1,38,0.03,2014,Speedorz
70115-1,12,127,0.09,2013,Speedorz
70102-1,6,78,0.08,2013,Speedorz
70111-1,6,47,0.13,2013,Speedorz
70149-1,1,40,0.03,2014,Speedorz
70110-1,1,59,0.02,2013,Speedorz
70109-1,6,54,0.11,2013,Speedorz
70011-1,10,155,0.06,2013,Speedorz
70139-1,1,52,0.02,2014,Speedorz
70136-1,1,53,0.02,2014,Speedorz
70112-1,1,51,0.02,2013,Speedorz
70005-1,1,161,0.01,2013,Legends of Chima
70228-1,4,192,0.02,2015,Legends of Chima
LOC391504-1,0,24,0.00,2015,Legends of Chima
LOC391505-1,0,8,0.00,2015,Legends of Chima
30266-1,0,15,0.00,2014,Legends of Chima
70222-1,5,170,0.03,2015,Legends of Chima
850779-1,0,35,0.00,2013,Legends of Chima
70012-2,1,164,0.01,2013,Legends of Chima
70147-1,2,272,0.01,2014,Legends of Chima
70130-1,0,111,0.00,2014,Legends of Chima
391407-1,0,11,0.00,2014,Legends of Chima
70004-1,1,141,0.01,2013,Legends of Chima
70225-1,3,181,0.02,2015,Legends of Chima
70232-1,7,53,0.13,2015,Legends of Chima
70226-1,7,223,0.03,2015,Legends of Chima
70141-1,0,108,0.00,2014,Legends of Chima
LOC391406-1,0,8,0.00,2014,Legends of Chima
LOC391507-1,0,8,0.00,2015,Legends of Chima
850910-1,0,39,0.00,2014,Legends of Chima
30254-1,0,25,0.00,2013,Legends of Chima
70014-1,0,240,0.00,2013,Legends of Chima
70131-1,6,115,0.05,2014,Legends of Chima
70144-1,2,178,0.01,2014,Legends of Chima
30252-1,0,19,0.00,2013,Legends of Chima
70003-1,1,145,0.01,2013,Legends of Chima
30262-1,0,19,0.00,2014,Legends of Chima
LOC391412-1,0,8,0.00,2014,Legends of Chima
30255-1,0,12,0.00,2013,Legends of Chima
30256-1,0,24,0.00,2015,Legends of Chima
70231-1,9,47,0.19,2015,Legends of Chima
30250-1,0,25,0.00,2013,Legends of Chima
70134-1,0,212,0.00,2014,Legends of Chima
70135-1,1,142,0.01,2014,Legends of Chima
70133-1,3,206,0.01,2014,Legends of Chima
LOC391508-1,0,9,0.00,2015,Legends of Chima
70142-1,0,141,0.00,2014,Legends of Chima
70128-1,4,87,0.05,2014,Legends of Chima
70138-1,1,33,0.03,2014,Legends of Chima
LOC391502-1,0,20,0.00,2015,Legends of Chima
70132-1,6,159,0.04,2014,Legends of Chima
LOC391409-1,0,14,0.00,2014,Legends of Chima
LOC214-1,0,13,0.00,2014,Legends of Chima
LOC391404-1,0,17,0.00,2014,Legends of Chima
LOC391503-1,0,10,0.00,2015,Legends of Chima
70002-1,0,108,0.00,2013,Legends of Chima
70229-1,9,51,0.18,2015,Legends of Chima
70221-1,1,88,0.01,2015,Legends of Chima
850913-1,0,36,0.00,2014,Legends of Chima
LOC2-14,0,13,0.00,2014,Legends of Chima
70013-1,0,143,0.00,2013,Legends of Chima
LOC391405-1,0,16,0.00,2014,Legends of Chima
70000-1,1,66,0.02,2013,Legends of Chima
30253-1,0,21,0.00,2013,Legends of Chima
30264-1,0,26,0.00,2014,Legends of Chima
LOC213-1,0,12,0.00,2013,Legends of Chima
70230-1,4,53,0.08,2015,Legends of Chima
30265-1,0,30,0.00,2014,Legends of Chima
70001-1,0,77,0.00,2013,Legends of Chima
LOC471408-1,0,8,0.00,2014,Legends of Chima
70006-1,5,201,0.02,2013,Legends of Chima
30263-1,0,19,0.00,2014,Legends of Chima
70220-1,1,93,0.01,2015,Legends of Chima
LOC391411-1,0,18,0.00,2014,Legends of Chima
LOC391410-1,0,8,0.00,2014,Legends of Chima
LOC391506-1,0,14,0.00,2015,Legends of Chima
LOC391501-1,0,7,0.00,2015,Legends of Chima
70227-1,3,268,0.01,2015,Legends of Chima
70010-1,1,362,0.00,2013,Legends of Chima
LOC113-1,0,12,0.00,2013,Legends of Chima
70129-1,3,97,0.03,2014,Legends of Chima
70007-1,0,111,0.00,2013,Legends of Chima
70008-1,4,188,0.02,2013,Legends of Chima
70223-1,3,216,0.01,2015,Legends of Chima
LOC391408-1,0,9,0.00,2014,Legends of Chima
70143-1,0,163,0.00,2014,Legends of Chima
70009-1,5,261,0.02,2013,Legends of Chima
70145-1,0,203,0.00,2014,Legends of Chima
70146-1,9,331,0.03,2014,Legends of Chima
70224-1,13,227,0.06,2015,Legends of Chima
30251-1,0,30,0.00,2013,Legends of Chima
LOC391403-1,0,14,0.00,2014,Legends of Chima
LOC114-1,0,11,0.00,2014,Legends of Chima
79104-3,0,200,0.00,2013,Teenage Mutant Ninja Turtles
79104-2,0,215,0.00,2013,Teenage Mutant Ninja Turtles
79119-1,6,81,0.07,2014,Teenage Mutant Ninja Turtles
30271-1,0,25,0.00,2014,Teenage Mutant Ninja Turtles
79102-1,3,94,0.03,2013,Teenage Mutant Ninja Turtles
79116-1,8,252,0.03,2014,Teenage Mutant Ninja Turtles
5002127-1,2,5,0.40,2014,Teenage Mutant Ninja Turtles
79100-1,2,56,0.04,2013,Teenage Mutant Ninja Turtles
79120-1,9,125,0.07,2014,Teenage Mutant Ninja Turtles
79101-1,4,115,0.03,2013,Teenage Mutant Ninja Turtles
79122-1,5,182,0.03,2014,Teenage Mutant Ninja Turtles
79118-1,6,81,0.07,2014,Teenage Mutant Ninja Turtles
79121-1,11,229,0.05,2014,Teenage Mutant Ninja Turtles
79105-1,8,171,0.05,2013,Teenage Mutant Ninja Turtles
30270-1,0,34,0.00,2013,Teenage Mutant Ninja Turtles
79115-1,5,139,0.04,2014,Teenage Mutant Ninja Turtles
79103-1,6,230,0.03,2013,Teenage Mutant Ninja Turtles
79104-1,0,210,0.00,2013,Teenage Mutant Ninja Turtles
79117-1,10,260,0.04,2014,Teenage Mutant Ninja Turtles
79007-1,9,179,0.05,2013,The Return of the King
9470-1,3,99,0.03,2012,The Return of the King
79008-1,11,224,0.05,2013,The Return of the King
10237-1,7,423,0.02,2013,The Two Towers
9471-1,5,112,0.04,2012,The Two Towers
9476-1,2,129,0.02,2012,The Two Towers
9474-1,9,261,0.03,2012,The Two Towers
9469-1,0,47,0.00,2012,The Fellowship of the Ring
79005-1,1,63,0.02,2013,The Fellowship of the Ring
9473-1,11,214,0.05,2012,The Fellowship of the Ring
79006-1,8,109,0.07,2013,The Fellowship of the Ring
9472-1,3,128,0.02,2012,The Fellowship of the Ring
30210-1,0,30,0.00,2012,The Lord of the Rings
30211-1,0,16,0.00,2012,The Lord of the Rings
5000202-1,3,6,0.50,2012,The Lord of the Rings
79016-1,6,148,0.04,2014,The Battle of the Five Armies
79017-1,7,191,0.04,2014,The Battle of the Five Armies
79015-1,10,63,0.16,2014,The Battle of the Five Armies
79018-1,16,274,0.06,2014,The Battle of the Five Armies
5000196304-1,0,7,0.00,2015,The Battle of the Five Armies
30216-1,0,25,0.00,2013,The Desolation of Smaug
79014-1,7,208,0.03,2013,The Desolation of Smaug
79011-1,4,96,0.04,2013,The Desolation of Smaug
79013-1,8,171,0.05,2013,The Desolation of Smaug
30215-1,0,24,0.00,2013,The Desolation of Smaug
79012-1,8,115,0.07,2013,The Desolation of Smaug
79002-1,11,147,0.07,2012,An Unexpected Journey
79001-1,4,109,0.04,2012,An Unexpected Journey
79003-1,12,232,0.05,2012,An Unexpected Journey
comcon033-1,0,50,0.00,2013,An Unexpected Journey
79004-1,8,140,0.06,2012,An Unexpected Journey
30212-1,0,27,0.00,2012,An Unexpected Journey
79000-1,0,58,0.00,2012,An Unexpected Journey
79010-1,17,256,0.07,2012,An Unexpected Journey
30213-1,0,26,0.00,2012,An Unexpected Journey
comcon038-1,0,5,0.00,2014,The Hobbit
comcon031-1,0,6,0.00,2013,The Hobbit
55001-1,1,33,0.03,2010,Universe
10228-1,4,243,0.02,2012,Monster Fighters
850487-1,2,35,0.06,2012,Monster Fighters
40076-1,0,39,0.00,2012,Monster Fighters
9462-1,3,56,0.05,2012,Monster Fighters
9464-1,1,135,0.01,2012,Monster Fighters
9463-1,3,94,0.03,2012,Monster Fighters
30200-1,0,22,0.00,2012,Monster Fighters
5000644-1,1,10,0.10,2012,Monster Fighters
9461-1,3,50,0.06,2012,Monster Fighters
9467-1,2,204,0.01,2012,Monster Fighters
30201-1,0,23,0.00,2012,Monster Fighters
9465-1,6,180,0.03,2012,Monster Fighters
9466-1,6,220,0.03,2012,Monster Fighters
9468-1,5,269,0.02,2012,Monster Fighters
71014-5,2,6,0.33,2016,DFB Minifigures
71014-12,2,6,0.33,2016,DFB Minifigures
71014-7,2,6,0.33,2016,DFB Minifigures
71014-4,2,6,0.33,2016,DFB Minifigures
71014-11,2,6,0.33,2016,DFB Minifigures
71014-13,2,6,0.33,2016,DFB Minifigures
71014-15,2,6,0.33,2016,DFB Minifigures
71014-2,3,6,0.50,2016,DFB Minifigures
71014-9,2,6,0.33,2016,DFB Minifigures
71014-1,3,6,0.50,2016,DFB Minifigures
71014-10,2,6,0.33,2016,DFB Minifigures
71014-3,3,6,0.50,2016,DFB Minifigures
71014-14,2,6,0.33,2016,DFB Minifigures
71014-16,2,6,0.33,2016,DFB Minifigures
71014-6,2,6,0.33,2016,DFB Minifigures
71014-8,2,6,0.33,2016,DFB Minifigures
71013-6,6,8,0.75,2016,Series 16 Minifigures
71013-5,3,7,0.43,2016,Series 16 Minifigures
71013-14,4,9,0.44,2016,Series 16 Minifigures
71013-10,3,6,0.50,2016,Series 16 Minifigures
71013-16,4,8,0.50,2016,Series 16 Minifigures
71013-4,5,10,0.50,2016,Series 16 Minifigures
71013-1,6,10,0.60,2016,Series 16 Minifigures
71013-8,3,6,0.50,2016,Series 16 Minifigures
71013-15,2,5,0.40,2016,Series 16 Minifigures
71013-2,3,6,0.50,2016,Series 16 Minifigures
71013-9,5,7,0.71,2016,Series 16 Minifigures
71013-12,4,7,0.57,2016,Series 16 Minifigures
71013-3,5,8,0.63,2016,Series 16 Minifigures
71013-11,4,7,0.57,2016,Series 16 Minifigures
71013-7,4,8,0.50,2016,Series 16 Minifigures
71013-13,4,7,0.57,2016,Series 16 Minifigures
71012-11,4,6,0.67,2016,Disney
71012-9,2,6,0.33,2016,Disney
71012-13,5,6,0.83,2016,Disney
71012-4,4,6,0.67,2016,Disney
71012-17,4,6,0.67,2016,Disney
71012-6,5,10,0.50,2016,Disney
71012-16,4,6,0.67,2016,Disney
71012-2,2,4,0.50,2016,Disney
71012-3,5,7,0.71,2016,Disney
71012-7,7,8,0.88,2016,Disney
71012-14,5,6,0.83,2016,Disney
71012-10,0,6,0.00,2016,Disney
71012-8,4,5,0.80,2016,Disney
71012-15,4,6,0.67,2016,Disney
71012-12,1,4,0.25,2016,Disney
71012-1,3,4,0.75,2016,Disney
71012-18,4,7,0.57,2016,Disney
71012-5,5,7,0.71,2016,Disney
71011-9,3,7,0.43,2016,Series 15 Minifigures
71011-3,5,10,0.50,2016,Series 15 Minifigures
71011-5,6,8,0.75,2016,Series 15 Minifigures
71011-11,7,9,0.78,2016,Series 15 Minifigures
71011-10,4,6,0.67,2016,Series 15 Minifigures
71011-6,4,9,0.44,2016,Series 15 Minifigures
71011-4,4,6,0.67,2016,Series 15 Minifigures
71011-15,3,8,0.38,2016,Series 15 Minifigures
71011-2,4,9,0.44,2016,Series 15 Minifigures
71011-7,5,6,0.83,2016,Series 15 Minifigures
71011-14,4,6,0.67,2016,Series 15 Minifigures
71011-1,5,7,0.71,2016,Series 15 Minifigures
71011-13,3,5,0.60,2016,Series 15 Minifigures
71011-8,4,7,0.57,2016,Series 15 Minifigures
71011-12,4,6,0.67,2016,Series 15 Minifigures
71011-16,3,8,0.38,2016,Series 15 Minifigures
71010-4,5,8,0.63,2015,Series 14 Minifigures
71010-5,4,6,0.67,2015,Series 14 Minifigures
71010-7,3,7,0.43,2015,Series 14 Minifigures
71010-9,5,7,0.71,2015,Series 14 Minifigures
71010-14,2,5,0.40,2015,Series 14 Minifigures
71010-16,5,7,0.71,2015,Series 14 Minifigures
71010-2,4,7,0.57,2015,Series 14 Minifigures
71010-15,3,5,0.60,2015,Series 14 Minifigures
71010-3,5,6,0.83,2015,Series 14 Minifigures
71010-10,3,6,0.50,2015,Series 14 Minifigures
71010-12,5,6,0.83,2015,Series 14 Minifigures
71010-11,4,6,0.67,2015,Series 14 Minifigures
71010-13,5,7,0.71,2015,Series 14 Minifigures
71010-1,3,6,0.50,2015,Series 14 Minifigures
71010-8,5,6,0.83,2015,Series 14 Minifigures
71010-6,2,5,0.40,2015,Series 14 Minifigures
71008-12,4,7,0.57,2015,Series 13 Minifigures
71008-11,4,6,0.67,2015,Series 13 Minifigures
71008-7,3,6,0.50,2015,Series 13 Minifigures
71008-10,5,10,0.50,2015,Series 13 Minifigures
71008-9,6,7,0.86,2015,Series 13 Minifigures
71008-2,5,8,0.63,2015,Series 13 Minifigures
71008-14,2,5,0.40,2015,Series 13 Minifigures
71008-1,4,9,0.44,2015,Series 13 Minifigures
71008-13,4,7,0.57,2015,Series 13 Minifigures
71008-4,4,7,0.57,2015,Series 13 Minifigures
71008-15,4,6,0.67,2015,Series 13 Minifigures
71008-5,4,7,0.57,2015,Series 13 Minifigures
71008-3,5,7,0.71,2015,Series 13 Minifigures
71008-6,5,7,0.71,2015,Series 13 Minifigures
71008-8,5,7,0.71,2015,Series 13 Minifigures
71008-16,4,7,0.57,2015,Series 13 Minifigures
71005-15,3,6,0.50,2014,The Simpsons
71005-4,1,6,0.17,2014,The Simpsons
71009-7,4,6,0.67,2015,The Simpsons
71009-10,3,5,0.60,2015,The Simpsons
71005-12,3,5,0.60,2014,The Simpsons
71009-11,4,6,0.67,2015,The Simpsons
71009-4,1,4,0.25,2015,The Simpsons
71005-6,3,5,0.60,2014,The Simpsons
71009-9,3,5,0.60,2015,The Simpsons
71005-8,0,5,0.00,2014,The Simpsons
71005-13,2,5,0.40,2014,The Simpsons
71005-2,3,6,0.50,2014,The Simpsons
71005-16,3,6,0.50,2014,The Simpsons
71005-9,2,5,0.40,2014,The Simpsons
71009-1,2,5,0.40,2015,The Simpsons
71009-14,4,7,0.57,2015,The Simpsons
71009-8,3,5,0.60,2015,The Simpsons
71005-14,4,6,0.67,2014,The Simpsons
71005-5,2,4,0.50,2014,The Simpsons
71005-3,3,7,0.43,2014,The Simpsons
71005-11,2,5,0.40,2014,The Simpsons
71009-13,3,5,0.60,2015,The Simpsons
71005-7,3,6,0.50,2014,The Simpsons
71009-16,4,5,0.80,2015,The Simpsons
71009-3,3,6,0.50,2015,The Simpsons
71005-10,3,5,0.60,2014,The Simpsons
71009-2,4,9,0.44,2015,The Simpsons
71009-15,3,6,0.50,2015,The Simpsons
71009-12,4,6,0.67,2015,The Simpsons
71009-6,3,6,0.50,2015,The Simpsons
71009-5,1,6,0.17,2015,The Simpsons
71005-1,0,6,0.00,2014,The Simpsons
71004-6,3,6,0.50,2014,The LEGO Movie Series
71004-11,5,6,0.83,2014,The LEGO Movie Series
71004-13,2,6,0.33,2014,The LEGO Movie Series
71004-1,4,7,0.57,2014,The LEGO Movie Series
71004-12,5,8,0.63,2014,The LEGO Movie Series
71004-16,4,7,0.57,2014,The LEGO Movie Series
71004-2,3,6,0.50,2014,The LEGO Movie Series
71004-5,4,6,0.67,2014,The LEGO Movie Series
71004-3,2,6,0.33,2014,The LEGO Movie Series
71004-14,4,8,0.50,2014,The LEGO Movie Series
71004-8,5,7,0.71,2014,The LEGO Movie Series
71004-15,5,6,0.83,2014,The LEGO Movie Series
71004-9,3,6,0.50,2014,The LEGO Movie Series
71004-4,3,6,0.50,2014,The LEGO Movie Series
71004-7,2,7,0.29,2014,The LEGO Movie Series
71004-10,3,6,0.50,2014,The LEGO Movie Series
71007-6,5,9,0.56,2014,Series 12 Minifigures
71007-15,4,6,0.67,2014,Series 12 Minifigures
71007-3,4,6,0.67,2014,Series 12 Minifigures
71007-12,5,6,0.83,2014,Series 12 Minifigures
71007-7,3,7,0.43,2014,Series 12 Minifigures
71007-13,2,7,0.29,2014,Series 12 Minifigures
71007-5,7,9,0.78,2014,Series 12 Minifigures
71007-10,4,7,0.57,2014,Series 12 Minifigures
71007-8,4,7,0.57,2014,Series 12 Minifigures
71007-16,4,7,0.57,2014,Series 12 Minifigures
71007-2,6,9,0.67,2014,Series 12 Minifigures
71007-11,5,7,0.71,2014,Series 12 Minifigures
71007-4,5,6,0.83,2014,Series 12 Minifigures
71007-1,5,11,0.45,2014,Series 12 Minifigures
71007-9,6,7,0.86,2014,Series 12 Minifigures
71007-14,4,6,0.67,2014,Series 12 Minifigures
71002-7,4,8,0.50,2013,Series 11 Minifigures
71002-11,5,7,0.71,2013,Series 11 Minifigures
71002-6,4,5,0.80,2013,Series 11 Minifigures
71002-8,3,5,0.60,2013,Series 11 Minifigures
71002-10,3,7,0.43,2013,Series 11 Minifigures
71002-3,5,7,0.71,2013,Series 11 Minifigures
71002-12,3,6,0.50,2013,Series 11 Minifigures
71002-1,3,6,0.50,2013,Series 11 Minifigures
71002-16,3,6,0.50,2013,Series 11 Minifigures
71002-14,2,7,0.29,2013,Series 11 Minifigures
71002-9,3,7,0.43,2013,Series 11 Minifigures
71002-4,5,8,0.63,2013,Series 11 Minifigures
71002-2,4,7,0.57,2013,Series 11 Minifigures
71002-13,3,9,0.33,2013,Series 11 Minifigures
71002-15,3,6,0.50,2013,Series 11 Minifigures
71002-5,4,8,0.50,2013,Series 11 Minifigures
8909-4,3,6,0.50,2012,Team GB
8909-2,4,6,0.67,2012,Team GB
8909-1,4,6,0.67,2012,Team GB
8909-9,3,7,0.43,2012,Team GB
8909-8,3,6,0.50,2012,Team GB
8909-7,3,8,0.38,2012,Team GB
8909-6,3,8,0.38,2012,Team GB
8909-5,3,7,0.43,2012,Team GB
8909-3,3,7,0.43,2012,Team GB
71001-13,4,5,0.80,2013,Series 10 Minifigures
71001-14,4,7,0.57,2013,Series 10 Minifigures
71001-5,3,6,0.50,2013,Series 10 Minifigures
71001-10,4,7,0.57,2013,Series 10 Minifigures
71001-19,1,5,0.20,2013,Series 10 Minifigures
71001-11,4,6,0.67,2013,Series 10 Minifigures
71001-8,4,7,0.57,2013,Series 10 Minifigures
71001-4,4,7,0.57,2013,Series 10 Minifigures
71001-1,5,7,0.71,2013,Series 10 Minifigures
71001-15,3,9,0.33,2013,Series 10 Minifigures
71001-9,5,7,0.71,2013,Series 10 Minifigures
71001-16,3,6,0.50,2013,Series 10 Minifigures
71001-3,4,8,0.50,2013,Series 10 Minifigures
71001-2,3,5,0.60,2013,Series 10 Minifigures
71001-12,3,6,0.50,2013,Series 10 Minifigures
71001-6,3,6,0.50,2013,Series 10 Minifigures
71001-7,5,7,0.71,2013,Series 10 Minifigures
71000-8,4,6,0.67,2013,Series 9 Minifigures
71000-5,5,6,0.83,2013,Series 9 Minifigures
71000-12,3,6,0.50,2013,Series 9 Minifigures
71000-13,5,6,0.83,2013,Series 9 Minifigures
71000-9,6,7,0.86,2013,Series 9 Minifigures
71000-4,4,10,0.40,2013,Series 9 Minifigures
71000-15,4,7,0.57,2013,Series 9 Minifigures
71000-7,0,5,0.00,2013,Series 9 Minifigures
71000-1,3,7,0.43,2013,Series 9 Minifigures
71000-10,4,7,0.57,2013,Series 9 Minifigures
71000-6,4,7,0.57,2013,Series 9 Minifigures
71000-14,4,6,0.67,2013,Series 9 Minifigures
71000-2,4,6,0.67,2013,Series 9 Minifigures
71000-11,4,7,0.57,2013,Series 9 Minifigures
71000-3,3,6,0.50,2013,Series 9 Minifigures
71000-16,4,6,0.67,2013,Series 9 Minifigures
8833-7,3,7,0.43,2012,Series 8 Minifigures
8833-2,4,8,0.50,2012,Series 8 Minifigures
8833-14,3,7,0.43,2012,Series 8 Minifigures
8833-5,3,8,0.38,2012,Series 8 Minifigures
8833-3,3,8,0.38,2012,Series 8 Minifigures
8833-6,4,7,0.57,2012,Series 8 Minifigures
8833-1,3,8,0.38,2012,Series 8 Minifigures
8833-11,3,5,0.60,2012,Series 8 Minifigures
8833-10,0,7,0.00,2012,Series 8 Minifigures
8833-12,5,7,0.71,2012,Series 8 Minifigures
8833-16,4,10,0.40,2012,Series 8 Minifigures
8833-4,4,6,0.67,2012,Series 8 Minifigures
8833-13,4,6,0.67,2012,Series 8 Minifigures
8833-9,4,8,0.50,2012,Series 8 Minifigures
8833-8,3,7,0.43,2012,Series 8 Minifigures
8833-15,3,7,0.43,2012,Series 8 Minifigures
8831-8,4,7,0.57,2012,Series 7 Minifigures
8831-14,4,8,0.50,2012,Series 7 Minifigures
8831-13,4,8,0.50,2012,Series 7 Minifigures
8831-5,4,7,0.57,2012,Series 7 Minifigures
8831-10,3,8,0.38,2012,Series 7 Minifigures
8831-12,3,7,0.43,2012,Series 7 Minifigures
8831-9,3,6,0.50,2012,Series 7 Minifigures
8831-7,4,8,0.50,2012,Series 7 Minifigures
8831-16,1,7,0.14,2012,Series 7 Minifigures
8831-15,3,6,0.50,2012,Series 7 Minifigures
8831-6,6,7,0.86,2012,Series 7 Minifigures
8831-11,3,8,0.38,2012,Series 7 Minifigures
8831-1,3,6,0.50,2012,Series 7 Minifigures
8831-3,3,7,0.43,2012,Series 7 Minifigures
8831-4,4,10,0.40,2012,Series 7 Minifigures
8831-2,5,7,0.71,2012,Series 7 Minifigures
8827-8,3,7,0.43,2012,Series 6 Minifigures
8827-16,2,7,0.29,2012,Series 6 Minifigures
8827-15,3,7,0.43,2012,Series 6 Minifigures
8827-11,4,7,0.57,2012,Series 6 Minifigures
8827-9,3,7,0.43,2012,Series 6 Minifigures
8827-13,3,9,0.33,2012,Series 6 Minifigures
8827-12,5,7,0.71,2012,Series 6 Minifigures
8827-7,3,6,0.50,2012,Series 6 Minifigures
8827-6,3,6,0.50,2012,Series 6 Minifigures
8827-5,3,7,0.43,2012,Series 6 Minifigures
8827-2,4,7,0.57,2012,Series 6 Minifigures
8827-3,1,6,0.17,2012,Series 6 Minifigures
8827-10,4,7,0.57,2012,Series 6 Minifigures
8827-4,5,8,0.63,2012,Series 6 Minifigures
8827-14,4,7,0.57,2012,Series 6 Minifigures
8827-1,2,6,0.33,2012,Series 6 Minifigures
8805-13,3,5,0.60,2011,Series 5 Minifigures
8805-8,4,6,0.67,2011,Series 5 Minifigures
8805-11,4,6,0.67,2011,Series 5 Minifigures
8805-6,4,6,0.67,2011,Series 5 Minifigures
8805-15,3,7,0.43,2011,Series 5 Minifigures
8805-4,4,8,0.50,2011,Series 5 Minifigures
8805-2,4,7,0.57,2011,Series 5 Minifigures
8805-16,3,6,0.50,2011,Series 5 Minifigures
8805-14,4,6,0.67,2011,Series 5 Minifigures
8805-3,3,6,0.50,2011,Series 5 Minifigures
8805-9,2,6,0.33,2011,Series 5 Minifigures
8805-1,2,7,0.29,2011,Series 5 Minifigures
8805-10,4,6,0.67,2011,Series 5 Minifigures
8805-5,3,7,0.43,2011,Series 5 Minifigures
8805-12,3,9,0.33,2011,Series 5 Minifigures
8805-7,3,7,0.43,2011,Series 5 Minifigures
8804-3,3,7,0.43,2011,Series 4 Minifigures
8804-4,2,6,0.33,2011,Series 4 Minifigures
8804-10,3,6,0.50,2011,Series 4 Minifigures
8804-8,4,10,0.40,2011,Series 4 Minifigures
8804-5,0,6,0.00,2011,Series 4 Minifigures
8804-11,3,8,0.38,2011,Series 4 Minifigures
8804-9,4,7,0.57,2011,Series 4 Minifigures
8804-12,4,6,0.67,2011,Series 4 Minifigures
8804-16,2,6,0.33,2011,Series 4 Minifigures
8804-6,4,9,0.44,2011,Series 4 Minifigures
8804-15,4,7,0.57,2011,Series 4 Minifigures
8804-14,3,7,0.43,2011,Series 4 Minifigures
8804-1,2,8,0.25,2011,Series 4 Minifigures
8804-2,4,6,0.67,2011,Series 4 Minifigures
8804-7,3,5,0.60,2011,Series 4 Minifigures
8804-13,4,6,0.67,2011,Series 4 Minifigures
8803-14,0,7,0.00,2011,Series 3 Minifigures
8803-16,5,6,0.83,2011,Series 3 Minifigures
8803-10,3,6,0.50,2011,Series 3 Minifigures
8803-5,2,7,0.29,2011,Series 3 Minifigures
8803-8,0,5,0.00,2011,Series 3 Minifigures
8803-12,0,6,0.00,2011,Series 3 Minifigures
8803-2,2,7,0.29,2011,Series 3 Minifigures
8803-13,2,6,0.33,2011,Series 3 Minifigures
8803-3,4,6,0.67,2011,Series 3 Minifigures
8803-11,3,7,0.43,2011,Series 3 Minifigures
8803-9,0,8,0.00,2011,Series 3 Minifigures
8803-7,2,6,0.33,2011,Series 3 Minifigures
8803-15,6,7,0.86,2011,Series 3 Minifigures
8803-4,3,7,0.43,2011,Series 3 Minifigures
8803-6,0,8,0.00,2011,Series 3 Minifigures
8803-1,0,9,0.00,2011,Series 3 Minifigures
8684-2,4,8,0.50,2010,Series 2 Minifigures
8684-1,6,8,0.75,2010,Series 2 Minifigures
8684-13,2,6,0.33,2010,Series 2 Minifigures
8684-3,2,6,0.33,2010,Series 2 Minifigures
8684-4,0,6,0.00,2010,Series 2 Minifigures
8684-9,4,7,0.57,2010,Series 2 Minifigures
8684-5,2,7,0.29,2010,Series 2 Minifigures
8684-15,0,6,0.00,2010,Series 2 Minifigures
8684-8,3,6,0.50,2010,Series 2 Minifigures
8684-7,3,8,0.38,2010,Series 2 Minifigures
